"일자","시간","시가","고가","저가","종가","5","10","20","60","120","거래량","5","20","40","60"
"20201125","0.38888888888889","2638.3","2638.3","2630.79","2631.43","2629.45","2622.17","2619.74","2614.52","2589.44","70126000","64696400","35392750","34464050","38100200"
"20201125","0.38194444444444","2637.46","2641.17","2631.19","2637.81","2626.5","2620.49","2619.56","2614.04","2588.74","71333000","61498200","32998750","34849775","37721900"
"20201125","0.375","2637.34","2642.26","2636.74","2639.96","2622.09","2618.05","2618.81","2613.44","2588","108279000","52791200","30391100","36819625","37252467"
"20201124","0.64583333333333","2620.29","2620.65","2617.76","2617.76","2616.89","2615.56","2617.93","2612.84","2587.2","36915000","34890000","25851650","35249725","36069867"
"20201124","0.63194444444444","2616.97","2620.45","2615.53","2620.29","2615.69","2615.05","2618.18","2612.62","2586.57","36829000","31595800","24706900","35565225","36053717"
"20201124","0.625","2614.64","2617.43","2614.64","2616.66","2614.9","2614.56","2618.29","2612.29","2585.92","54135000","28482400","24081350","36267000","35934567"
"20201124","0.61805555555556","2613.54","2618.38","2613.22","2615.78","2614.49","2614.51","2618.5","2612","2585.31","27798000","21083200","22698400","36036975","35386733"
"20201124","0.61111111111111","2612.05","2614.68","2610.16","2613.98","2614.01","2614.87","2618.77","2611.72","2584.66","18773000","19230200","22251300","36097900","35380083"
"20201124","0.60416666666667","2617.16","2618.05","2610.19","2611.76","2614.23","2615.41","2619.19","2611.42","2584.01","20444000","20219400","22122000","36504200","35598400"
"20201124","0.59722222222222","2613.99","2617.44","2612.87","2616.3","2614.42","2616.53","2619.77","2611.17","2583.35","21262000","21499600","22183950","36696725","35714867"
"20201124","0.59027777777778","2613.57","2615.3","2612.14","2614.62","2614.23","2617.3","2620.07","2610.84","2582.66","17139000","23560200","22223100","36694550","35829667"
"20201124","0.58333333333333","2613.87","2615.16","2612.56","2613.4","2614.53","2618.63","2620.48","2610.52","2581.99","18533000","25923400","22821450","36935100","36071900"
"20201124","0.57638888888889","2611.9","2615.25","2611.9","2615.07","2615.74","2619.56","2620.85","2610.2","2581.31","23719000","26494800","23174650","37137775","36443600"
"20201124","0.56944444444444","2617.33","2617.47","2611.47","2612.69","2616.58","2620.3","2621.1","2609.83","2580.63","26845000","28274600","24054050","37122050","36992283"
"20201124","0.5625","2615.92","2616.66","2612.59","2615.38","2618.63","2621.31","2621.37","2609.52","2579.96","31565000","27227600","24568850","37101050","37350867"
"20201124","0.55555555555556","2620.55","2620.55","2614.83","2616.09","2620.38","2622.02","2621.45","2609.14","2579.29","28955000","24832000","25110650","37018575","37738717"
"20201124","0.54861111111111","2620.51","2621.99","2618.84","2619.45","2622.74","2622.5","2621.94","2608.72","2578.61","21390000","23490200","25465450","37080325","38063150"
"20201124","0.54166666666667","2624.13","2624.15","2619.14","2619.29","2623.39","2622.67","2622.23","2608.2","2577.9","32618000","23048200","26480000","37769775","38681467"
"20201124","0.53472222222222","2625.13","2625.51","2622.45","2622.96","2624.03","2622.97","2622.23","2607.61","2577.17","21610000","20022600","28512550","38280375","38924133"
"20201124","0.52777777777778","2627.3","2628.51","2624.09","2624.09","2623.99","2623.02","2622.05","2606.87","2576.43","19587000","18504600","31026100","38948325","39909167"
"20201124","0.52083333333333","2623.24","2628.52","2622.06","2627.91","2623.65","2622.83","2621.59","2605.89","2575.65","22246000","19450800","33535350","39453925","40852650"
"20201124","0.51388888888889","2621.14","2624.34","2621.14","2622.7","2622.26","2622.32","2620.65","2604.74","2574.85","19180000","20296800","36700800","40083475","42226433"
"20201124","0.50694444444444","2623.98","2624.29","2620.84","2622.48","2621.96","2622.13","2620.27","2603.59","2574.08","17490000","20232000","43248150","40683150","42398867"
"20201124","0.5","2623.14","2625.11","2621.99","2622.76","2621.91","2621.9","2619.28","2602.45","2573.36","14020000","19971400","44647800","41178975","42669600"
"20201124","0.49305555555556","2621.19","2623.73","2620.25","2622.42","2622.05","2621.43","2618.4","2601.28","2572.64","24318000","21504000","46423550","41727125","42898300"
"20201124","0.48611111111111","2620.2","2622.43","2619.24","2620.94","2622.01","2620.89","2617.4","2600.04","2571.9","26476000","21049400","48452650","41861175","42946583"
"20201124","0.47916666666667","2622.05","2623.86","2620.34","2621.19","2622.38","2621.39","2616.43","2598.84","2571.19","18856000","21575400","49375550","41730900","42806017"
"20201124","0.47222222222222","2623.16","2623.91","2621.11","2622.22","2622.3","2621.78","2615.37","2597.62","2570.51","16187000","22923600","49944500","41944475","42814900"
"20201124","0.46527777777778","2623.06","2623.91","2621.4","2623.5","2621.9","2621.5","2614.21","2596.37","2569.83","21683000","27947600","50886400","42336600","42851717"
"20201124","0.45833333333333","2621.71","2623.63","2619.56","2622.21","2620.8","2621.09","2613.05","2595.15","2569.14","22045000","31039200","51209500","42480325","42812050"
"20201124","0.45138888888889","2622.38","2623.77","2620.12","2622.78","2619.77","2620.35","2612.03","2593.92","2568.45","29106000","35110400","51166000","42632950","42990817"
"20201124","0.44444444444444","2620.54","2621.87","2616.7","2620.78","2620.39","2618.98","2611","2592.71","2567.75","25597000","36499400","51048750","42697125","42853083"
"20201124","0.4375","2619.07","2621.59","2617.36","2620.24","2621.26","2618.42","2610.03","2591.53","2567.09","41307000","39716200","51100900","43078075","42648000"
"20201124","0.43055555555556","2618.42","2620.63","2615.21","2617.98","2621.1","2616.66","2609.03","2590.36","2566.44","37141000","46108600","50190050","43461400","42187583"
"20201124","0.42361111111111","2625.13","2625.13","2616.7","2617.08","2621.37","2615.37","2608.12","2589.19","2565.79","42401000","53056600","49633250","43741875","42033083"
"20201124","0.41666666666667","2624.07","2625.87","2619.37","2625.87","2620.92","2613.92","2607.29","2587.99","2565.17","36051000","58530800","48926500","44052750","41598117"
"20201124","0.40972222222222","2618.82","2627.58","2618.04","2625.14","2617.57","2611.47","2606.04","2586.63","2564.46","41681000","68431600","48695200","44362000","41343600"
"20201124","0.40277777777778","2619.56","2620.76","2614.81","2619.41","2615.58","2608.95","2604.71","2585.31","2563.69","73269000","90120800","49059550","44782200","40960717"
"20201124","0.39583333333333","2615.48","2620.86","2613.44","2619.37","2612.21","2606.91","2603.83","2584.08","2563.02","71881000","84563600","48048200","44129925","40113283"
"20201124","0.38888888888889","2607.92","2616.1","2605.03","2614.82","2609.37","2605.01","2602.91","2582.85","2562.3","69772000","80094400","46870550","44350700","39325033"
"20201124","0.38194444444444","2615.16","2615.16","2607.42","2609.12","2606.91","2603.72","2602.25","2581.8","2561.72","85555000","79120000","45372500","44511300","38623483"
"20201124","0.375","2616.28","2616.28","2608.54","2615.17","2605.38","2603.01","2601.9","2580.86","2561.21","150127000","70995800","43466150","44989250","37465717"
"20201123","0.64583333333333","2605.14","2605.14","2602.59","2602.59","2602.33","2601.64","2601.23","2579.81","2560.64","45483000","47017400","38118150","41974225","35281750"
"20201123","0.63194444444444","2603.39","2605.58","2600.13","2605.14","2601.61","2601.4","2601.29","2578.94","2560.16","49535000","44925800","37710150","41680500","35030400"
"20201123","0.625","2601.77","2604.61","2600.56","2602.54","2600.66","2600.87","2601.27","2578.02","2559.67","64900000","40647800","37030700","41135675","34608417"
"20201123","0.61805555555556","2599.55","2602.25","2599.42","2601.44","2600.53","2600.66","2601.17","2577.13","2559.22","44934000","31902800","35269700","40193550","34106317"
"20201123","0.61111111111111","2599.15","2600.76","2598.01","2599.94","2600.65","2600.6","2601.08","2576.28","2558.73","30235000","28268200","34086250","39521250","33915400"
"20201123","0.60416666666667","2600.73","2601.39","2598.61","2599.01","2600.96","2600.46","2601.02","2575.44","2558.29","35025000","27549200","33944450","39250100","33927767"
"20201123","0.59722222222222","2601.61","2602.32","2599.51","2600.37","2601.18","2600.74","2600.87","2574.6","2557.84","28145000","25162200","33786800","38834375","33702317"
"20201123","0.59027777777778","2599.98","2603.6","2599.91","2601.88","2601.09","2600.8","2600.69","2573.78","2557.38","21175000","24734200","33751150","38613325","33676517"
"20201123","0.58333333333333","2602.41","2602.99","2599.52","2602.05","2600.79","2600.77","2600.41","2572.96","2556.9","26761000","26152400","34099900","38903225","33650300"
"20201123","0.57638888888889","2599.63","2604.08","2599.31","2601.47","2600.55","2600.78","2600.08","2572.11","2556.43","26640000","27085200","34345500","38755250","33638000"
"20201123","0.56944444444444","2599.62","2600.96","2597.62","2600.12","2599.97","2600.81","2599.72","2571.25","2555.98","23090000","31550800","35055250","38421550","33859783"
"20201123","0.5625","2600.82","2600.99","2598.75","2599.91","2600.3","2601.19","2599.37","2570.37","2555.55","26005000","37541200","36732750","38186350","34086150"
"20201123","0.55555555555556","2600.48","2601.68","2598.65","2600.42","2600.51","2601.66","2599.08","2569.46","2555.08","28266000","42005800","37850500","38233000","34122783"
"20201123","0.54861111111111","2598.07","2601.64","2597.48","2600.84","2600.75","2601.69","2598.68","2568.52","2554.63","31425000","44314800","39179000","37933925","34128967"
"20201123","0.54166666666667","2601.83","2603.5","2597.64","2598.57","2601.02","2601.55","2598.17","2567.65","2554.17","48968000","47515400","40028800","37667800","34205917"
"20201123","0.53472222222222","2601.84","2603.51","2600.09","2601.74","2601.64","2601.57","2597.65","2566.93","2553.71","53042000","46355200","40504850","36911300","34204083"
"20201123","0.52777777777778","2601.29","2602.72","2599.97","2600.96","2602.09","2601","2596.78","2566.12","2553.23","48328000","43211400","40211650","36145825","34076500"
"20201123","0.52083333333333","2601.1","2602.64","2599.84","2601.63","2602.82","2600.58","2595.64","2565.26","2552.75","39811000","40735000","41830850","35552275","34386600"
"20201123","0.51388888888889","2601.72","2603.36","2600.33","2602.18","2602.62","2600.04","2593.83","2564.35","2552.24","47428000","38708800","43650100","35248975","35119583"
"20201123","0.50694444444444","2603.76","2604.71","2600.82","2601.7","2602.09","2599.38","2591.68","2563.44","2551.73","43167000","33476200","46512350","34465500","34869417"
"20201123","0.5","2604.57","2604.92","2602.12","2603.97","2601.49","2598.63","2589.27","2562.56","2551.22","37323000","30322600","45830300","33863550","34604767"
"20201123","0.49305555555556","2601.09","2604.92","2599.87","2604.6","2599.92","2597.56","2586.76","2561.56","2550.67","35946000","29232400","45650850","33690525","34359433"
"20201123","0.48611111111111","2598.6","2601.04","2597.94","2600.66","2598.34","2596.49","2584.16","2560.52","2550.15","29680000","27529600","45240650","33397275","34084350"
"20201123","0.47916666666667","2599.26","2600.11","2598.04","2599.54","2597.46","2595.68","2581.55","2559.56","2549.67","21265000","27223600","45117400","33524625","33977500"
"20201123","0.47222222222222","2596.84","2599.25","2595.32","2598.68","2596.67","2594.79","2579.02","2558.62","2549.18","27399000","29305200","44956250","33829975","33985767"
"20201123","0.46527777777778","2596.59","2597.23","2594.75","2596.1","2595.76","2593.73","2576.47","2557.6","2548.73","31872000","31992400","44555750","33919425","33818200"
"20201123","0.45833333333333","2596.46","2597.02","2593.68","2596.71","2595.2","2592.57","2574.05","2556.6","2548.35","27432000","36946000","43881950","33660075","33572100"
"20201123","0.45138888888889","2595.88","2596.92","2593.49","2596.27","2594.64","2590.7","2571.7","2555.52","2547.94","28150000","41131600","43475500","33639200","33366633"
"20201123","0.44444444444444","2593.31","2597.97","2593.31","2595.57","2593.89","2587.62","2569.32","2554.48","2547.54","31673000","46468800","43706550","33425500","33188200"
"20201123","0.4375","2594.62","2595.35","2590.53","2594.15","2592.92","2583.98","2567.06","2553.46","2547.16","40835000","49818400","43165000","33284250","32913867"
"20201123","0.43055555555556","2592.62","2594.83","2591.53","2593.29","2591.71","2579.92","2564.85","2552.43","2546.76","56640000","53349200","41787850","33262050","32578417"
"20201123","0.42361111111111","2591.97","2596.5","2591.97","2593.94","2589.93","2575.97","2562.68","2551.43","2546.35","48360000","51456800","39639950","32762850","32017283"
"20201123","0.41666666666667","2590.61","2595.31","2589.04","2592.51","2586.76","2571.83","2560.36","2550.41","2545.91","54836000","57927200","38615500","32258925","31542833"
"20201123","0.40972222222222","2588.91","2591.57","2587.43","2590.69","2581.35","2567.43","2558.01","2549.43","2545.51","48421000","62199200","36688850","31603950","30884617"
"20201123","0.40277777777778","2583.92","2591.5","2581.65","2588.11","2575.05","2563.24","2555.69","2548.5","2545.1","58489000","73449600","35306800","31294475","30387100"
"20201123","0.39583333333333","2577.44","2587.32","2576.79","2584.41","2568.13","2559.2","2553.57","2547.6","2544.73","47178000","67657000","33317750","31053700","29688433"
"20201123","0.38888888888889","2565.48","2578.72","2565.48","2578.06","2562","2555.53","2551.63","2546.74","2544.42","80712000","64968200","32080000","31008925","29289767"
"20201123","0.38194444444444","2560.05","2565.49","2559.44","2565.49","2556.9","2552.71","2550.02","2545.99","2544.1","76196000","54374200","29273700","30664475","28288867"
"20201123","0.375","2560.04","2561.68","2553.7","2559.18","2553.51","2551.01","2549.33","2545.42","2543.91","104673000","44578000","26847850","30854325","27333817"
"20201120","0.64583333333333","2553.79","2553.87","2553.5","2553.5","2551.43","2550.15","2549","2544.96","2543.74","29526000","27251800","22418650","29047950","25917783"
"20201120","0.63194444444444","2552.6","2554.39","2551.2","2553.79","2550.27","2549.78","2548.94","2544.58","2543.63","33734000","25224400","21896800","28992000","25740350"
"20201120","0.625","2548.95","2552.56","2548.95","2552.56","2549.05","2549.39","2548.75","2544.27","2543.49","27742000","22156800","21730200","28713725","25534667"
"20201120","0.61805555555556","2547.82","2549.84","2546.93","2548.52","2548.51","2548.9","2548.63","2544","2543.37","27215000","20469000","21553900","28506200","25730583"
"20201120","0.61111111111111","2548.97","2549.81","2546.98","2548.79","2548.51","2548.59","2548.67","2543.75","2543.28","18042000","21580200","21931850","28407550","25738417"
"20201120","0.60416666666667","2547.32","2550.72","2547.3","2547.71","2548.86","2548.14","2548.75","2543.54","2543.26","19389000","22140200","22703700","28500525","25931383"
"20201120","0.59722222222222","2548.09","2549.58","2546.78","2547.67","2549.28","2547.94","2548.84","2543.4","2543.26","18396000","20920800","23283100","28449425","25940050"
"20201120","0.59027777777778","2548.73","2549.85","2547.62","2549.85","2549.72","2547.73","2548.89","2543.29","2543.28","19303000","19978000","23438200","28417175","25937150"
"20201120","0.58333333333333","2549.75","2550.91","2547.98","2548.52","2549.29","2547.32","2548.94","2543.13","2543.27","32771000","21691600","23802900","28312200","25976867"
"20201120","0.57638888888889","2549.4","2551.37","2548.37","2550.55","2548.68","2547.65","2549.17","2542.99","2543.28","20842000","18398000","23144450","27929025","25962500"
"20201120","0.56944444444444","2549.96","2552.65","2548.52","2549.79","2547.41","2547.84","2549.18","2542.79","2543.27","13292000","18385600","23403500","27788300","26233167"
"20201120","0.5625","2548.13","2549.9","2546.09","2549.9","2546.6","2548.11","2549.19","2542.66","2543.26","13682000","19468800","24736250","27973700","26531150"
"20201120","0.55555555555556","2545.89","2548.08","2544.41","2547.68","2545.74","2548.12","2549.06","2542.53","2543.25","27871000","21217000","25885750","28205950","26813433"
"20201120","0.54861111111111","2544.94","2547.12","2543.89","2545.48","2545.36","2548.36","2548.94","2542.38","2543.27","16303000","20560000","25902350","28006500","26819833"
"20201120","0.54166666666667","2545.51","2546.54","2542.87","2544.21","2546.62","2548.75","2548.87","2542.36","2543.28","20780000","22835200","26519050","27982500","27036100"
"20201120","0.53472222222222","2545.43","2546.13","2544.19","2545.72","2548.28","2549.36","2549.09","2542.29","2543.31","18708000","21897000","27282150","27927250","27125417"
"20201120","0.52777777777778","2547.12","2548.36","2544.31","2545.61","2549.62","2549.75","2549.57","2542.07","2543.31","22423000","21973200","28789650","27873775","27340383"
"20201120","0.52083333333333","2551.32","2551.43","2545.78","2545.78","2550.5","2550.06","2549.95","2541.96","2543.31","24586000","23569000","29937850","27894650","27723800"
"20201120","0.51388888888889","2553.72","2553.83","2550.25","2551.77","2551.37","2550.55","2550.14","2541.75","2543.3","27679000","23495000","32055250","27796450","28356300"
"20201120","0.50694444444444","2552.39","2554.11","2551.57","2552.51","2550.89","2550.69","2549.88","2541.65","2543.21","16089000","24914000","34860800","27576800","28378750"
"20201120","0.5","2549.91","2554.11","2549.06","2552.45","2550.44","2550.52","2549.63","2541.57","2543.15","19089000","28392000","35677250","27667350","28502200"
"20201120","0.49305555555556","2550.3","2550.55","2548.04","2549.99","2549.88","2550.28","2549.45","2541.46","2543.08","30402000","30769600","36087200","27662125","28568867"
"20201120","0.48611111111111","2549.61","2550.48","2547.77","2550.12","2549.61","2550.01","2549.16","2541.38","2543.01","24216000","28988800","35697250","27436900","28372383"
"20201120","0.47916666666667","2549.32","2549.66","2547.3","2549.38","2549.73","2549.51","2548.77","2541.32","2542.94","34774000","29465000","35458500","27818925","28217767"
"20201120","0.47222222222222","2549.82","2552.12","2547.93","2550.25","2550.49","2548.98","2548.45","2541.3","2542.83","33479000","26430600","34883250","27641700","27916217"
"20201120","0.46527777777778","2549.06","2550","2547.58","2549.67","2550.6","2548.81","2548.11","2541.19","2542.74","30977000","24939400","34297350","27545225","27638733"
"20201120","0.45833333333333","2549.58","2551.84","2547.13","2548.64","2550.67","2549.39","2547.49","2541.13","2542.71","21498000","26733400","33615750","27268525","27435933"
"20201120","0.45138888888889","2553.24","2553.64","2550.66","2550.7","2550.4","2549.84","2546.85","2541.08","2542.74","26597000","29768200","33396150","27186625","27408883"
"20201120","0.44444444444444","2550.66","2554.42","2550.16","2553.21","2549.3","2549.73","2545.94","2540.98","2542.75","19602000","30089400","32821500","27063850","27308700"
"20201120","0.4375","2550.38","2550.79","2546.72","2550.79","2547.47","2549.07","2544.95","2540.85","2542.69","26023000","31896400","32713600","27371525","27309133"
"20201120","0.43055555555556","2547.6","2551.54","2546.99","2550.01","2547.02","2548.74","2544.14","2540.75","2542.68","39947000","33900200","32173100","27648000","27165283"
"20201120","0.42361111111111","2546.44","2547.99","2543.99","2547.31","2548.12","2548.63","2543.24","2540.72","2542.68","36672000","35682400","31211150","27428600","26744183"
"20201120","0.41666666666667","2544.75","2548.78","2543.5","2545.18","2549.27","2548.31","2542.56","2540.73","2542.73","28203000","37425400","30526150","27277275","26479000"
"20201120","0.40972222222222","2548.3","2549.37","2542.81","2544.06","2550.17","2548.03","2541.91","2540.71","2542.78","28637000","45171600","30110650","27278575","26283600"
"20201120","0.40277777777778","2555.15","2555.15","2548.56","2548.56","2550.68","2547.92","2541.42","2540.74","2542.82","36042000","56202200","29445950","27294625","26037917"
"20201120","0.39583333333333","2552.7","2558.21","2552.7","2555.48","2550.45","2547.4","2540.73","2540.69","2542.82","48858000","55477400","28572350","27047050","25676683"
"20201120","0.38888888888889","2551.06","2554.71","2548.95","2553.06","2549.14","2545.58","2539.64","2540.5","2542.73","45387000","51163400","26957900","26615750","25144400"
"20201120","0.38194444444444","2545.95","2551.56","2543.17","2549.67","2547.36","2543.86","2538.63","2540.34","2542.64","66934000","46606600","25851450","26616775","24613333"
"20201120","0.375","2544.06","2547.49","2539.79","2546.61","2545.89","2542.14","2537.8","2540.24","2542.58","83790000","37108000","23537650","26506825","23686350"
"20201119","0.64583333333333","2548.95","2548.95","2547.13","2547.42","2545.17","2540.82","2537.05","2540.14","2542.53","32418000","25003800","20292800","25137725","22485000"
"20201119","0.63194444444444","2544.67","2548.95","2543.05","2548.95","2544.35","2539.54","2536.26","2540.03","2542.49","27288000","22872400","19657450","24914675","22196833"
"20201119","0.625","2542.53","2545.64","2542.19","2544.15","2542.02","2537.85","2535.33","2539.88","2542.43","22603000","20883800","19237050","24809700","21983067"
"20201119","0.61805555555556","2544.36","2544.94","2541.67","2542.33","2540.37","2536.8","2534.89","2539.79","2542.42","19441000","19784400","19176550","24709950","21952817"
"20201119","0.61111111111111","2542.71","2545.78","2541.65","2543","2538.38","2535.8","2534.59","2539.78","2542.42","23269000","18917000","20179350","24597400","21929783"
"20201119","0.60416666666667","2536.35","2543.31","2536.35","2543.31","2536.48","2534.92","2534.13","2539.78","2542.41","21761000","17752000","20400150","24432700","21823750"
"20201119","0.59722222222222","2535.78","2537.79","2534.88","2537.29","2534.74","2534.06","2533.77","2539.74","2542.39","17345000","16442400","20793100","24309425","21807883"
"20201119","0.59027777777778","2532.38","2536.3","2531.73","2535.92","2533.68","2533.71","2533.87","2539.86","2542.44","17106000","17115000","20921300","24346025","21828350"
"20201119","0.58333333333333","2533.83","2534.59","2532.13","2532.39","2533.23","2533.4","2534.12","2540.1","2542.52","15104000","18288200","20977100","24415250","21814317"
"20201119","0.57638888888889","2534.45","2534.99","2532.79","2533.47","2533.21","2533.46","2534.53","2540.36","2542.6","17444000","19246000","21306200","24552300","21937900"
"20201119","0.56944444444444","2533.08","2535.02","2531.93","2534.63","2533.37","2533.27","2534.85","2540.6","2542.65","15213000","18825800","22029450","24606900","22030883"
"20201119","0.5625","2534.47","2534.5","2531.97","2532.01","2533.37","2532.97","2535.06","2540.86","2542.7","20708000","19497200","23122900","24661375","22146150"
"20201119","0.55555555555556","2532.31","2535.28","2531.98","2533.67","2533.73","2532.81","2535.54","2541.1","2542.77","22972000","18669400","23646050","24510700","22246517"
"20201119","0.54861111111111","2534.26","2534.69","2532.07","2532.27","2533.56","2532.99","2535.96","2541.27","2542.82","19893000","18726600","24028400","24455425","22432117"
"20201119","0.54166666666667","2534.27","2535.73","2532.82","2534.27","2533.71","2533.39","2536.3","2541.42","2542.89","15343000","18879600","24446500","24370075","22771917"
"20201119","0.53472222222222","2534.43","2536.03","2533.49","2534.64","2533.16","2533.34","2536.77","2541.59","2542.94","18570000","19589600","25143300","24333900","23304450"
"20201119","0.52777777777778","2532.54","2535.03","2531.51","2533.81","2532.56","2533.47","2537.05","2541.69","2542.97","16569000","19817800","25521750","24228850","23920650"
"20201119","0.52083333333333","2534.06","2534.6","2531.71","2532.81","2531.89","2534.02","2536.99","2541.86","2543.05","23258000","20280000","26273600","24237650","24626250"
"20201119","0.51388888888889","2531.69","2534.05","2530.77","2533.04","2532.41","2534.85","2537.31","2542.11","2543.12","20658000","19907000","27382100","23994275","25561367"
"20201119","0.50694444444444","2530.68","2532.07","2529.55","2531.52","2533.06","2535.59","2537.3","2542.21","2543.16","18893000","23674800","29476000","23760700","26180033"
"20201119","0.5","2530.61","2531.95","2529.53","2531.64","2533.52","2536.44","2538.01","2542.4","2543.19","19711000","25433200","29982650","23581100","26364467"
"20201119","0.49305555555556","2536.22","2536.68","2530.22","2530.42","2534.38","2537.15","2538.81","2542.51","2543.22","18880000","27415000","30171900","23466525","26447433"
"20201119","0.48611111111111","2536.49","2537.28","2534.97","2535.43","2536.16","2538.27","2539.6","2542.69","2543.24","21393000","27620800","30382350","23356075","26531100"
"20201119","0.47916666666667","2534.61","2536.33","2531.36","2536.3","2537.29","2538.93","2540.09","2542.72","2543.24","39497000","26986600","30243350","23340950","26637267"
"20201119","0.47222222222222","2535.87","2537.11","2532.89","2533.81","2538.12","2539.21","2540.6","2542.74","2543.22","27685000","23424400","29015450","22805000","26570050"
"20201119","0.46527777777778","2539.29","2539.89","2535.42","2535.96","2539.35","2540.21","2541.3","2542.81","2543.2","29620000","24269200","28465250","22535550","26674483"
"20201119","0.45833333333333","2541.08","2541.31","2537.51","2539.3","2539.92","2540.63","2541.69","2542.97","2543.16","19909000","25761600","27825750","22315275","26740917"
