"일자","시가","고가","저가","종가","5","10","20","60","120","거래량","5","20","40","60"
"20200213","2245.72","2255.49","2230.3","2232.96","2221.5","2189.68","2207.61","2169.44","2109.82","638666000","641449400","666097550","624541900","580706300"
"20200212","2225.95","2242.24","2214.77","2238.38","2220.49","2181.19","2207.9","2167.87","2107.27","632462000","652759400","675959200","623191150","578747017"
"20200211","2213.5","2233.32","2211.25","2223.12","2205.94","2175.88","2207.45","2165.94","2104.77","526211000","641146000","668750500","624097875","579278733"
"20200210","2185.63","2203.39","2180.51","2201.07","2192.9","2171.24","2206.61","2164.57","2102.3","609566000","660832000","672166750","623444200","580682350"
"20200207","2221.49","2223.92","2198.14","2211.95","2176.46","2175.74","2205.88","2163.29","2100.14","800342000","706258600","671318600","618033200","580810667"
"20200206","2184.77","2229.99","2182.25","2227.94","2157.87","2181.27","2202.85","2162.04","2097.85","695216000","688291600","676993000","609029350","577040417"
"20200205","2177.26","2181.52","2154.88","2165.63","2141.88","2182.45","2200.23","2160.65","2095.29","574395000","669816000","670643950","603453650","572547850"
"20200204","2121.22","2162.32","2120.53","2157.9","2145.81","2192.15","2199.7","2160.29","2093.16","624641000","693397000","671557700","597768825","569809333"
"20200203","2086.61","2126.73","2082.74","2118.88","2149.58","2201.42","2200.63","2160.04","2091.16","836699000","730244400","671903750","593403775","566076033"
"","","","","257203000","","","","","","","","","",""
